House area,Storeys,Yard Area,Water supply,Electricity,House Material,House Condition,Number of Bedrooms,Land Category,Ground Status,Bathroom,Sewerage,Heating,Gas,Cellar,Terrace,Garage,Bath,Security,Swimming pool,Year Built,Class,Price
800.0,2.0,15.0,Yes,Yes,Monolithic,Not specified,5.0,Not specified,Individual housing construction,In the house,Yes,Central gas,Yes,0.0,0.0,1.0,1.0,1.0,1.0,,Other,42000000.0
175.0,2.0,6.0,Central,Yes,Monolithic,Can live,,Lands of populated areas,Individual housing construction,1 in yard,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,2022.0,Other,26000000.0
300.0,2.0,7.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,29500000.0
120.0,2.0,5.0,Yes,Yes,Other,Not specified,,Not specified,Not specified,Not specified,No,No,Yes,0.0,0.0,0.0,0.0,0.0,0.0,,Other,23000000.0
480.0,3.0,6.0,No,Yes,Other,Can live,,Not specified,Individual housing construction,3 at home,No,No,Mainline in the house or on the plot,0.0,0.0,0.0,0.0,0.0,0.0,,Other,25000000.0
330.0,3.0,9.0,No,Yes,Monolithic,Not specified,4.0,Not specified,Individual housing construction,In the house,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,,Other,34900000.0
180.0,2.0,4.0,No,No,Gas concrete block,Not specified,,Not specified,Individual housing construction,Not specified,No,Central gas,No,0.0,0.0,0.0,0.0,0.0,0.0,,Other,28000000.0
64.0,1.0,5.0,No,Yes,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Other,15000000.0
295.0,2.0,2.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,40000000.0
200.0,2.0,5.3,Well,Yes,Monolithic,Needs repairs,4.0,Lands of populated areas,Individual housing construction,1 at home,Septic,Central gas,Mainline in the house or on the plot,0.0,0.0,0.0,0.0,0.0,0.0,,Other,22000000.0
145.0,2.0,3.5,Central,Yes,Monolithic,Not specified,3.0,Not specified,Individual housing construction,In the house,Septic,Central gas,Mainline in the house or on the plot,0.0,1.0,0.0,0.0,1.0,0.0,2022.0,Other,28000000.0
295.0,2.0,11.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,,Other,19300000.0
120.0,3.0,1.5,No,No,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Business,17000000.0
220.0,2.0,8.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,18000000.0
250.0,3.0,4.5,Yes,Yes,Other,Not specified,,Not specified,Not specified,Not specified,No,No,Yes,0.0,0.0,0.0,0.0,0.0,0.0,,Other,30500000.0
285.0,3.0,12.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2014.0,Other,33500000.0
300.0,2.0,8.0,Central,Yes,Monolithic,Not specified,4.0,Lands of populated areas,Individual housing construction,4 at home,Central,Autonomous gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,35000000.0
410.0,2.0,12.0,Central,Yes,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,6 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,2018.0,Other,39000000.0
750.0,4.0,32.0,Central,Yes,Other,Not specified,5.0,Not specified,Individual housing construction,In the house,Central,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,,Other,40000000.0
140.0,2.0,4.3,No,Yes,Brick,Not specified,,Not specified,Not specified,Not specified,Yes,Autonomous gas,Yes,0.0,0.0,0.0,1.0,0.0,0.0,,Other,20000000.0
200.0,3.0,5.0,No,Yes,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Other,20000000.0
230.0,2.0,8.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,In the house,Central,Autonomous gas,Magistralny along the border,0.0,0.0,1.0,1.0,1.0,1.0,,Other,22000000.0
100.0,2.0,3.0,Central,Yes,Monolithic,Can live,3.0,Lands of populated areas,Individual housing construction,1 at home,Central,Central gas,Magistralny along the border,0.0,1.0,0.0,1.0,0.0,1.0,2022.0,Other,18000000.0
400.0,2.0,12.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,In the house,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2020.0,Other,43000000.0
120.0,2.0,1.0,No,Yes,Other,Can live,3.0,Other,Individual housing construction,Not specified,No,No,Mainline in the house or on the plot,0.0,0.0,0.0,0.0,0.0,0.0,,Other,8500000.0
110.0,2.0,4.0,Central,Yes,Monolithic,Can live,3.0,Lands of populated areas,Individual housing construction,2 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,19000000.0
147.0,2.0,2.8,Central,Yes,Other,Can live,11.0,Lands of populated areas,Individual housing construction,1 at home,Central,Central gas,Magistralny along the border,0.0,0.0,0.0,0.0,0.0,0.0,,Other,38000000.0
250.0,3.0,7.5,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,1 at home,Central,Autonomous gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,0.0,2021.0,Other,35500000.0
200.0,2.0,8.0,Central,Yes,Monolithic,Can live,3.0,Lands of populated areas,Individual housing construction,1 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,,Other,17000000.0
510.0,2.0,25.0,Central,Yes,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,1 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Other,22000000.0
256.0,2.0,3.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,25000000.0
300.0,3.0,7.0,Central,Yes,Brick,Can live,6.0,Lands of populated areas,Individual housing construction,6 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,35600000.0
410.0,2.0,12.0,Central,Yes,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,2020.0,Other,23000000.0
350.0,2.0,11.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,In the house,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,25000000.0
221.5,,4.0,No,No,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Business,90001000.0
250.0,2.0,8.0,Central,Yes,Brick,Can live,4.0,Lands of populated areas,Individual housing construction,1 in yard,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,31200000.0
200.0,2.0,7.5,Central,Yes,Monolithic,Can live,,Lands of populated areas,Individual housing construction,1 in yard,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2023.0,Other,25300000.0
73.0,1.0,0.3,Central,Yes,Monolithic,Can live,1.0,Lands of populated areas,Individual housing construction,1 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,19000000.0
270.0,2.0,10.0,Central,Yes,Monolithic,Can live,4.0,Not specified,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,0.0,1.0,2020.0,Other,34000000.0
200.0,2.0,9.02,Central,Yes,Monolithic,Can live,3.0,Lands of populated areas,Personal subsidiary economy,2 at home,Central,Diesel,Magistralny along the border,1.0,1.0,1.0,1.0,1.0,1.0,,Other,19900000.0
250.0,3.0,5.4,No,No,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Comfort,137500000.0
210.0,1.0,8.0,Yes,Yes,Monolithic,Not specified,3.0,Not specified,Individual housing construction,In the house,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,2019.0,Other,25200000.0
300.0,2.0,16.0,Central,Yes,Gas concrete block,Can live,5.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,0.0,1.0,,Other,29500000.0
520.0,2.0,18.0,Central,Yes,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,In the house,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,30000000.0
280.0,2.0,12.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,,Other,28000000.0
250.0,2.0,5.0,Central,Yes,Monolithic,Not specified,4.0,Lands of populated areas,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Other,30000000.0
316.4,2.0,7.0,No,No,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Business,200000000.0
256.4,2.0,9.87,Yes,Yes,Block,Not specified,,Not specified,Individual housing construction,Not specified,Yes,No,Yes,0.0,0.0,0.0,0.0,0.0,0.0,,Other,24000000.0
300.0,2.0,25.0,Central,Yes,Monolithic,Can live,7.0,Lands of populated areas,Individual housing construction,5 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,40000000.0
1000.0,2.0,50.0,Central,Yes,Monolithic,Can live,6.0,Lands of populated areas,Individual housing construction,1 at home,Central,Autonomous gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,100000000.0
350.0,2.0,10.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,5 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2022.0,Other,40000000.0
220.0,2.0,5.0,No,Yes,Monolithic,Not specified,,Not specified,Not specified,Not specified,Yes,Electric,Yes,0.0,0.0,1.0,1.0,0.0,1.0,,Other,32000000.0
260.0,2.0,12.0,Yes,Yes,Monolithic,Not specified,4.0,Not specified,Individual housing construction,In the house,Yes,Autonomous gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,,Other,21500000.0
230.0,,6.0,No,Yes,Other,Not specified,,Not specified,Individual housing construction,Not specified,No,No,Mainline in the house or on the plot,0.0,0.0,0.0,0.0,0.0,0.0,,Other,40000000.0
98.0,,3.0,Yes,Yes,Monolithic,Not specified,,Not specified,Gardening,In the house,Yes,Electric,Gasholder,0.0,0.0,0.0,0.0,0.0,0.0,2022.0,Other,20000000.0
140.0,2.0,6.0,Central,Yes,Monolithic,Can live,3.0,Lands of populated areas,Individual housing construction,In the house,Central,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,0.0,1.0,0.0,2022.0,Other,18000000.0
250.0,3.0,4.0,Central,Yes,Monolithic,Needs repairs,5.0,Lands of populated areas,Individual housing construction,3 at home,Central,Autonomous gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,2023.0,Other,90000000.0
264.4,3.0,5.0,Central,Yes,Frame,Not specified,4.0,Lands of populated areas,Individual housing construction,1 at home,Central,Autonomous gas,Mainline in the house or on the plot,0.0,0.0,1.0,0.0,0.0,0.0,2024.0,Other,100000000.0
210.0,2.0,12.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,1 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2020.0,Other,19750000.0
300.0,2.0,8.0,No,Yes,Gas concrete block,Not specified,,Not specified,Not specified,Not specified,Yes,Solid fuel boiler,Yes,0.0,0.0,1.0,1.0,0.0,1.0,,Other,25000000.0
210.0,2.0,6.0,Central,Yes,Monolithic,Needs repairs,,Lands of populated areas,Individual housing construction,3 at home,Central,Autonomous gas,Mainline in the house or on the plot,0.0,1.0,0.0,0.0,0.0,1.0,2023.0,Other,19600000.0
200.0,2.0,17.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,20000000.0
250.0,3.0,10.0,Central,Yes,Brick,Can live,5.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,34000000.0
360.0,2.0,4.1,No,No,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Elite,85000000.0
200.0,2.0,7.0,Central,Yes,Monolithic,Needs repairs,,Lands of populated areas,Individual housing construction,3 at home,Central,Autonomous gas,Mainline in the house or on the plot,0.0,0.0,0.0,0.0,0.0,1.0,2022.0,Other,17500000.0
230.0,2.0,7.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,,Other,34000000.0
170.0,1.0,5.0,Yes,Yes,Other,Not specified,,Not specified,Not specified,Not specified,Yes,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Other,28000000.0
720.0,4.0,8.0,Central,Yes,Gas concrete block,Can live,6.0,Other,Individual housing construction,1 at home,Central,Central coal,No,0.0,1.0,1.0,1.0,1.0,1.0,,Other,1500000000.0
721.4,2.0,25.0,Central,Yes,Monolithic,Needs repairs,12.0,Not specified,Individual housing construction,9 at home,Central,Autonomous gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,24000000.0
265.0,2.0,10.0,Yes,Yes,Monolithic,Not specified,4.0,Not specified,Individual housing construction,In the house,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,2021.0,Other,25175000.0
189.0,2.0,11.0,Yes,Yes,Other,Not specified,,Not specified,Not specified,Not specified,Yes,No,Yes,0.0,0.0,0.0,0.0,0.0,0.0,,Other,26000000.0
205.0,,7.0,Central,Yes,Other,Can live,,Lands of populated areas,Gardening,1 at home,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Other,19000000.0
157.0,3.0,9.3,Yes,Yes,Other,Not specified,,Not specified,Not specified,Not specified,No,No,Yes,0.0,0.0,0.0,0.0,0.0,0.0,,Other,32000000.0
700.0,2.0,45.0,Central,Yes,Monolithic,Can live,6.0,Other,Individual housing construction,1 at home,Central,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,,Other,31000000.0
299.0,3.0,4.0,Central,Yes,Monolithic,Needs repairs,5.0,Lands of populated areas,Individual housing construction,1 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,0.0,0.0,0.0,2024.0,Other,95000000.0
280.0,2.0,8.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,25500000.0
360.0,3.0,10.0,Central,Yes,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,39000000.0
140.0,2.0,8.0,Central,Yes,Wood,Can live,3.0,Lands of populated areas,Individual housing construction,2 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,0.0,,Other,23000000.0
420.0,2.0,11.0,Central,Yes,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2020.0,Other,37900000.0
250.0,3.0,9.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,1 at home,Central,Autonomous gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,31000000.0
220.0,2.0,6.0,No,No,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Comfort,50000000.0
220.0,3.0,4.0,No,Yes,Gas concrete block,Not specified,,Not specified,Not specified,Not specified,Yes,Autonomous gas,Yes,0.0,0.0,0.0,0.0,0.0,0.0,,Other,25000000.0
200.0,2.0,6.0,Central,Yes,Monolithic,Not specified,4.0,Not specified,Individual housing construction,In the house,Yes,Autonomous gas,Magistralny along the border,0.0,0.0,1.0,1.0,0.0,1.0,2021.0,Other,25000000.0
180.0,2.0,8.0,No,Yes,Monolithic,Not specified,,Not specified,Not specified,Not specified,Yes,Autonomous gas,Yes,0.0,0.0,1.0,0.0,0.0,0.0,,Other,25000000.0
400.0,3.0,15.0,No,No,Monolithic,Not specified,6.0,Not specified,Individual housing construction,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,Business,22000000.0
300.0,2.0,8.0,Central,Yes,Monolithic,Not specified,4.0,Not specified,Individual housing construction,Not specified,Central,No,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,35000000.0
240.0,2.0,8.0,Central,Yes,Monolithic,Can live,3.0,Lands of populated areas,Individual housing construction,In the house,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,30000000.0
310.0,2.0,7.7,Well,Yes,Monolithic,Can live,,Lands of populated areas,Individual housing construction,1 at home,Septic,Autonomous gas,Mainline in the house or on the plot,0.0,1.0,1.0,0.0,0.0,1.0,,Other,21000000.0
540.0,3.0,10.0,Central,Yes,Gas concrete block,Can live,6.0,Lands of populated areas,Individual housing construction,1 at home,Central,Autonomous gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,26000000.0
250.0,2.0,6.0,Central,Yes,Brick,Not specified,4.0,Not specified,Individual housing construction,2 at home,Central,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,2022.0,Other,15000000.0
73.4,2.0,0.96,No,Yes,Other,Needs repairs,,Lands of populated areas,Individual housing construction,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,Other,17600000.0
155.0,2.0,5.5,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,1 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2022.0,Other,34500000.0
120.0,2.0,2.0,Yes,Yes,Gas concrete block,Not specified,5.0,Not specified,Individual housing construction,1 at home,Yes,Fireplace,No,0.0,0.0,0.0,1.0,0.0,0.0,,Other,19000000.0
220.0,2.0,15.5,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,In the house,Central,Central gas,Magistralny along the border,0.0,0.0,1.0,1.0,1.0,1.0,2021.0,Other,21000000.0
350.0,2.0,25.0,Central,Yes,Gas concrete block,Can live,5.0,Lands of populated areas,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,20000000.0
106.0,3.0,4.0,No,No,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Business,9800000.0
320.0,2.0,14.0,Central,Yes,Monolithic,Not specified,,Not specified,Individual housing construction,In the house,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,2020.0,Other,23000000.0
100.0,2.0,3.7,No,Yes,Other,Not specified,,Other,Individual housing construction,In the house,No,Central gas,No,0.0,0.0,0.0,0.0,0.0,1.0,,Other,22000000.0
437.0,3.0,15.0,Central,Yes,Brick,Can live,7.0,Lands of populated areas,Individual housing construction,6 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,39000000.0
310.0,2.0,10.0,Central,Yes,Monolithic,Not specified,5.0,Not specified,Individual housing construction,6 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2020.0,Other,29500000.0
300.0,2.0,7.0,Central,Yes,Brick,Not specified,5.0,Not specified,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,2021.0,Other,33500000.0
330.0,2.0,8.0,Central,Yes,Monolithic,Can live,,Lands of populated areas,Individual housing construction,1 in yard,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,2022.0,Other,30000000.0
450.0,3.0,22.3,Central,Yes,Monolithic,Can live,8.0,Lands of populated areas,Gardening,4 at home,Central,Autonomous gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2021.0,Other,35000000.0
230.0,2.0,6.0,Central,Yes,Monolithic,Needs repairs,4.0,Lands of populated areas,Individual housing construction,In the house,Central,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,,Other,19500000.0
160.0,2.0,3.4,Central,Yes,Brick,Needs repairs,3.0,Lands of populated areas,Gardening,2 at home,Septic,Central gas,Mainline in the house or on the plot,0.0,1.0,0.0,0.0,0.0,0.0,2023.0,Other,21500000.0
465.0,2.0,15.0,Central,Yes,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,5 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,2019.0,Other,150000000.0
210.0,2.0,10.0,Central,Yes,Monolithic,Needs repairs,3.0,Not specified,Individual housing construction,1 at home,Central,Autonomous gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,19000000.0
470.0,2.0,15.0,Central,Yes,Other,Not specified,4.0,Not specified,Individual housing construction,3 at home,Yes,Autonomous gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,,Other,230000000.0
250.0,2.0,10.0,Yes,Yes,Monolithic,Not specified,4.0,Not specified,Individual housing construction,In the house,Yes,Autonomous gas,Yes,0.0,0.0,1.0,1.0,1.0,1.0,,Other,30000000.0
450.0,3.0,8.0,No,Yes,Other,Not specified,5.0,Not specified,Individual housing construction,Not specified,No,No,Mainline in the house or on the plot,0.0,0.0,0.0,0.0,0.0,0.0,,Other,19950000.0
240.0,2.0,6.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,2 at home,Septic,Autonomous gas,Mainline in the house or on the plot,0.0,1.0,0.0,0.0,1.0,1.0,2021.0,Other,27000000.0
450.0,4.0,12.0,Yes,Yes,Other,Not specified,5.0,Not specified,Individual housing construction,In the house,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,,Other,40000000.0
450.0,3.0,18.0,Central,Yes,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,in yard,Central,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,,Other,41000000.0
160.0,3.0,300.0,No,Yes,Monolithic,Not specified,,Not specified,Not specified,Not specified,Yes,No,Yes,0.0,0.0,1.0,0.0,0.0,0.0,,Other,30000000.0
310.0,2.0,12.0,Central,Yes,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,4 at home,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,40000000.0
245.0,2.0,10.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,,Other,17800000.0
270.0,3.0,14.0,Central,Yes,Monolithic,Not specified,4.0,Not specified,Individual housing construction,In the house,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,2019.0,Other,26000000.0
180.0,2.0,15.0,Central,Yes,Monolithic,Needs repairs,4.0,Lands of populated areas,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,2021.0,Other,15000000.0
800.0,2.0,21.0,No,No,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Comfort,250000000.0
158.0,2.0,5.5,Central,Yes,Other,Can live,4.0,Lands of populated areas,Individual housing construction,1 at home,Septic,Autonomous gas,Mainline in the house or on the plot,0.0,1.0,1.0,0.0,0.0,0.0,,Other,25000000.0
380.0,2.0,8.0,Central,Yes,Monolithic,Not specified,5.0,Not specified,Individual housing construction,In the house,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,2019.0,Other,35000000.0
230.0,2.0,7.0,Central,Yes,Monolithic,Needs repairs,4.0,Lands of populated areas,Individual housing construction,1 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,0.0,1.0,1.0,2022.0,Other,29800000.0
450.0,3.0,10.0,Central,Yes,Monolithic,Can live,5.0,Lands of populated areas,Individual housing construction,In the house,Central,Central gas,Mainline in the house or on the plot,1.0,1.0,1.0,1.0,1.0,1.0,,Other,25000000.0
500.0,2.0,25.0,Central,Yes,Monolithic,Not specified,5.0,Not specified,Individual housing construction,3 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,1.0,1.0,1.0,2020.0,Other,25000000.0
450.0,2.0,11.0,Yes,Yes,Monolithic,Not specified,4.0,Not specified,Individual housing construction,In the house,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,,Other,25000000.0
360.0,2.0,4.42,No,No,Other,Not specified,,Not specified,Not specified,Not specified,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,Elite,120000000.0
210.0,2.0,6.0,Central,Yes,Monolithic,Not specified,4.0,Not specified,Individual housing construction,2 at home,Central,Autonomous gas,Mainline in the house or on the plot,0.0,0.0,0.0,0.0,0.0,1.0,2022.0,Other,31000000.0
340.0,3.0,8.0,Yes,Yes,Monolithic,Not specified,4.0,Not specified,Individual housing construction,In the house,Yes,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,2017.0,Other,40800000.0
737.0,2.0,10.0,Central,Yes,Monolithic,Needs repairs,3.0,Lands of populated areas,Individual housing construction,1 at home,Central,Central gas,Mainline in the house or on the plot,0.0,1.0,1.0,0.0,0.0,1.0,2022.0,Other,350000000.0
150.0,2.0,4.7,Well,Yes,Monolithic,Needs repairs,,Lands of populated areas,Individual housing construction,1 at home,Septic,Autonomous gas,Magistralny along the border,0.0,1.0,0.0,0.0,0.0,0.0,,Other,17500000.0
350.0,3.0,10.0,Central,Yes,Monolithic,Can live,4.0,Lands of populated areas,Individual housing construction,In the house,Central,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,0.0,2021.0,Other,33000000.0
210.0,2.0,7.0,Central,Yes,Monolithic,Needs repairs,4.0,Lands of populated areas,Individual housing construction,In the house,Central,Central gas,Mainline in the house or on the plot,0.0,0.0,1.0,1.0,1.0,1.0,,Other,19000000.0
